,발생일,위도,경도,지역
9041,2022-06-19,35.16207090891794,129.1676270968602,해운대구
8974,2022-06-19,35.17958681137082,126.8168755404513,광산구
9060,2022-06-19,35.2100362334453,128.104004639355,진주시
8955,2022-06-19,35.21319555914775,129.1229702203363,해운대구
9005,2022-06-19,35.23588330446814,128.6477597642494,창원시 의창구
8966,2022-06-19,35.24946579491444,129.20930865297774,기장군
8971,2022-06-19,35.249598899352414,129.2091749527266,기장군
9040,2022-06-19,35.58047046694848,129.34382152893622,울산광역시 중구
8970,2022-06-19,35.797699161829186,128.62528145760055,달성군
9004,2022-06-19,35.80209473273674,127.1345747143991,전주시완산구
8954,2022-06-19,35.838226318359375,127.16217803955078,전주시덕진구
8990,2022-06-19,35.86842371844045,128.62840206552252,수성구
9021,2022-06-19,36.60507200251672,126.66018239814971,홍성군
8951,2022-06-19,36.64210537965086,127.43626466825818,청주시 흥덕구
9036,2022-06-19,36.77559595494495,127.07544310225649,아산시
8992,2022-06-19,36.79652627047391,127.088954073446,아산시
9059,2022-06-19,36.823198833150144,127.12007753171282,천안시서북구
8936,2022-06-19,36.84556755619386,127.04316000673482,아산시
9051,2022-06-19,37.23538356968781,127.21024021009843,용인시처인구
8952,2022-06-19,37.23962580501541,127.1735536335672,용인시처인구
8973,2022-06-19,37.26940107830632,127.06311399025924,수원시 영통구
9023,2022-06-19,37.295577600441725,127.0761622730896,수원시 영통구
8928,2022-06-19,37.30913138729262,127.08609133410668,용인시수지구
8972,2022-06-19,37.34925114106108,126.9258122563509,군포시
8978,2022-06-19,37.36578551590197,127.1146140341899,성남시 분당구
8993,2022-06-19,37.42191114643764,126.88535595340966,광명시
8931,2022-06-19,37.439887006677885,127.12831892180664,성남시 수정구
9061,2022-06-19,37.49357573684654,127.06122995434129,강남구
8975,2022-06-19,37.504024505615234,126.71094512939452,부평구
9039,2022-06-19,37.50650486493161,127.09700254429605,송파구
9035,2022-06-19,37.51925229330122,126.7325085334325,부평구
8977,2022-06-19,37.586214027993655,126.95017757461824,서대문구
9006,2022-06-19,37.63001251220703,126.88278198242188,고양시덕양구
8929,2022-06-19,37.63818340864842,126.78805217621642,고양시일산동구
9022,2022-06-19,37.64891662685373,126.78201599201094,고양시일산동구
9038,2022-06-19,37.71423994274282,127.18197907536486,남양주시
8816,2022-06-20,34.8887164,128.6916569,거제시
8989,2022-06-20,35.107810974121094,128.9672393798828,사하구
