,발생일,위도,경도,지역
6256,2022-03-25,35.319844881542174,126.98164003092536,담양군
6245,2022-03-25,35.33101665320446,128.70614847827946,창원시 의창구
6228,2022-03-25,35.48815596272862,129.4223155474247,울산광역시 동구
6252,2022-03-25,35.836647033691406,127.15737915039062,전주시덕진구
6243,2022-03-25,36.3003097,127.3419497,대전광역시 서구
6250,2022-03-25,36.62916101996498,127.44105793265024,청주시 흥덕구
6244,2022-03-25,37.373445,127.12052216666666,성남시 분당구
6270,2022-03-25,37.47154837378601,127.12322092445643,송파구
6229,2022-03-25,37.50013654744824,126.72520895851925,부평구
6249,2022-03-25,37.564635736607165,126.8395005230639,서울특별시 강서구
6268,2022-03-25,37.61470230527806,127.09544114128636,중랑구
6214,2022-03-25,37.64222761937268,127.02368638480957,강북구
6234,2022-03-25,37.66256245443193,126.8026773168998,고양시일산동구
6258,2022-03-25,37.8553835,127.0124445,양주시
6274,2022-03-26,33.46050463774201,126.4476420337446,제주시
6201,2022-03-26,35.10308665055953,128.977945345989,사하구
6255,2022-03-26,35.18474166666667,128.9909666666667,사상구
6189,2022-03-26,35.192773275002,129.128333867612,해운대구
6267,2022-03-26,35.243624773973785,128.90395131673722,김해시
6277,2022-03-26,36.0095789,129.3572573,포항시 남구
6265,2022-03-26,36.729711242833645,127.46745612793391,청주시 청원구
6206,2022-03-26,36.78017,127.0851689,아산시
6190,2022-03-26,37.25566602278741,127.02160906678787,수원시 권선구
6262,2022-03-26,37.28582526612836,127.45677807402316,이천시
6278,2022-03-26,37.35203516115872,126.94160811231768,군포시
6202,2022-03-26,37.44291809159164,126.7147677835394,남동구
6263,2022-03-26,37.48714318914534,126.77840509289388,부천시
6207,2022-03-26,37.49637726827312,127.04197542502396,강남구
6193,2022-03-26,37.5607844441933,126.82861225446428,서울특별시 강서구
6192,2022-03-26,37.56087300055655,126.829101561316,서울특별시 강서구
6195,2022-03-26,37.56089070074304,126.82888081703742,서울특별시 강서구
6254,2022-03-27,34.86114266548604,128.6291533803613,거제시
6247,2022-03-27,35.10494168335141,128.97513076155417,사하구
6217,2022-03-27,35.191588333333335,126.8246,광산구
6218,2022-03-27,35.8536263,128.4988326,달서구
6238,2022-03-27,35.88456437906179,129.27591959093203,경주시
6233,2022-03-27,36.00971700996358,129.3572277016114,포항시 남구
6248,2022-03-27,36.6011037,127.2948714,세종특별자치시
6221,2022-03-27,36.75403106691001,127.0080349333527,아산시
6222,2022-03-27,37.0171602,127.0941992,평택시
6223,2022-03-27,37.49281333333333,126.5541166666667,인천광역시 중구
6224,2022-03-27,37.49281333333333,126.5541166666667,인천광역시 중구
6240,2022-03-27,37.49893686924805,127.0280741001961,서초구
6241,2022-03-27,37.50987090278308,127.03523771005986,강남구
6216,2022-03-27,37.51478882979468,126.9964086961205,서초구
6231,2022-03-27,37.63783459516575,126.83156528189603,고양시덕양구
6261,2022-03-28,33.25525333333334,126.540375,서귀포시
6204,2022-03-28,33.46213939730539,126.5409751088216,제주시
